Chassis|Model|MUL ID|Combined|Clan|Source|File Location|Weight|Intro Date|Experimental year|Advanced year|Standard year|Extinct Year|Unit Type|Role|BV|Cost|Rules|Engine Name|Internal Structure|Myomer|Cockpit Type|Gyro Type|Armor Types|Equipment|Tech Rating|Unit Quirks|Weapon Quirks|Manufacturer|Factory|Targeting|Comms|Armor|JJ|Engine|Chassis|Capabilities|Overview|History|Deployment|Notes
Tomahawk|C|6301|Tomahawk C|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Tomahawk C.mtf|100.0|3063|||3063|-|Biped Mech|Juggernaut|2985|28823125|2|300 XL (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLDoubleHeatSink,CLLargePulseLaser,CLATM12,CLERSmallLaser,CLCASE|F/X-X-E-D|||Clan Wolf|Unknown|Unspecified|Unspecified|Unspecified|Unspecified|Unspecified|Unspecified|no|yes|yes|yes|--
Tomahawk II|(Prime)|6303|Tomahawk II (Prime)|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Tomahawk II (Prime).mtf|100.0|3088|||3088|-|Biped Mech|Sniper|3210|31065000|4|300 XL (Clan)|Clan Endo-Composite|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLHAG30,CLERLargeLaser,CLCASEII,CLDoubleHeatSink,CLMediumPulseLaser,CLCASE|F/X-X-F-E|Difficult Ejection||Earthwerks-FWL, Inc.|Keystone|Build 4 MadCat TTS|Khan Series (Type 3a)|Advanced/3|--|Starfire 300 XL|DSAM Endo 10-Composite|yes|yes|yes|yes|--
Tomahawk II|A|6304|Tomahawk II A|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Tomahawk II A.mtf|100.0|3088|||3088|-|Biped Mech|Juggernaut|2697|30570000|4|300 XL (Clan)|Clan Endo-Composite|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLLBXAC10,CLAPGaussRifle,CLCASEII,CLDoubleHeatSink,CLLargePulseLaser,CLMediumPulseLaser,CLERLargeLaser,CLCASE|F/X-X-F-E|Difficult Ejection||Earthwerks-FWL, Inc.|Keystone|Build 4 MadCat TTS|Khan Series (Type 3a)|Advanced/3|--|Starfire 300 XL|DSAM Endo 10-Composite|yes|yes|yes|yes|--
Tomahawk II|B|6305|Tomahawk II B|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Tomahawk II B.mtf|100.0|3088|||3088|-|Biped Mech|Sniper|3513|32192500|4|300 XL (Clan)|Clan Endo-Composite|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLDoubleHeatSink,CLStreakLRM15,CLERLargePulseLaser,Jump Jet,CLERLargeLaser,CLERMediumLaser,CLLaserAntiMissileSystem,CLCASE|F/X-X-F-E|Difficult Ejection||Earthwerks-FWL, Inc.|Keystone|Build 4 MadCat TTS|Khan Series (Type 3a)|Advanced/3|--|Starfire 300 XL|DSAM Endo 10-Composite|yes|yes|yes|yes|--
Tomahawk II|C|6306|Tomahawk II C|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Tomahawk II C.mtf|100.0|3088|||3088|-|Biped Mech|Missile Boat|2938|30732500|4|300 XL (Clan)|Clan Endo-Composite|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLLRM15,CLCASEII,CLDoubleHeatSink,CLLargePulseLaser,CLCASE|F/X-X-F-E|Difficult Ejection||Earthwerks-FWL, Inc.|Keystone|Build 4 MadCat TTS|Khan Series (Type 3a)|Advanced/3|--|Starfire 300 XL|DSAM Endo 10-Composite|yes|yes|yes|yes|--
Vulture Mk III|(Prime)|6271|Vulture Mk III (Prime)|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Vulture (Mad Dog) Mk III (Prime).mtf|60.0|3109|||3109|-|Biped Mech|Missile Boat|2729|16404000|2|300 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLERMediumLaser,Clan Ferro-Fibrous,CLLRM20,CLDoubleHeatSink,CLCASE|F/X-X-E-D|Variable Range Targeting (long);Stable||--|--|--|--|--|--|--|--|no|no|no|no|--
Vulture Mk III|B|6273|Vulture Mk III B|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Vulture (Mad Dog) Mk III B.mtf|60.0|3109|||3109|-|Biped Mech|Missile Boat|2572|15972000|2|300 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Jump Jet,CLERLargeLaser,Clan Ferro-Fibrous,CLDoubleHeatSink,CLLRM20,CLERMediumLaser,CLCASE|F/X-X-E-D|Variable Range Targeting (long);Stable||--|--|--|--|--|--|--|--|no|no|no|no|--
Vulture Mk III|C|6274|Vulture Mk III C|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Vulture (Mad Dog) Mk III C.mtf|60.0|3109|||3109|-|Biped Mech|Skirmisher|2299|15464000|2|300 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLMicroPulseLaser,Clan Ferro-Fibrous,CLStreakSRM6,CLDoubleHeatSink,CLCASE|F/X-X-E-D|Variable Range Targeting (long);Stable||--|--|--|--|--|--|--|--|no|no|no|no|--
Vulture Mk III|D|6275|Vulture Mk III D|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Vulture (Mad Dog) Mk III D.mtf|60.0|3109|||3109|-|Biped Mech|Skirmisher|2421|14884000|2|300 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLMediumPulseLaser,Clan Ferro-Fibrous,CLRotaryAC5,CLDoubleHeatSink,CLCASE|F/X-X-F-E|Variable Range Targeting (long);Stable||--|--|--|--|--|--|--|--|no|no|no|no|--
Vulture Mk III|A|6272|Vulture Mk III A|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Vulture Mk III (Mad Dog Mk III) A.mtf|60.0|3109|||3109|-|Biped Mech|Skirmisher|1880|15148000|2|300 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLUltraAC5,Clan Ferro-Fibrous,CLDoubleHeatSink,CLSRM6,CLMediumPulseLaser,CLCASE|F/X-X-E-D|Variable Range Targeting (long);Stable||--|--|--|--|--|--|--|--|no|no|no|no|--
Warwolf|(Prime)|6287|Warwolf (Prime)|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Warwolf (Prime).mtf|75.0|3138||3138||-|Biped Mech|Brawler|2706|24964297|3|375 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Reactive,|Clan Reactive,CLGaussRifle,Jump Jet,CLLRM10,CLCASEII,CLTargeting Computer,CLTAG,CLLaserAntiMissileSystem,CLDoubleHeatSink,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Warwolf|A|6288|Warwolf A|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Warwolf A.mtf|75.0|3138||3138||-|Biped Mech|Brawler|3100|25137109|3|375 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Reactive,|Clan Reactive,CLDoubleHeatSink,CLERPPC,CLMediumPulseLaser,CLStreakSRM6,CLCASEII,CLStreakLRM10,CLERLargeLaser,CLERMediumLaser,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Warwolf|B|6289|Warwolf B|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Warwolf B.mtf|75.0|3138||3138||-|Biped Mech|Sniper|2518|24876797|3|375 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Reactive,|Clan Reactive,CLDoubleHeatSink,CLUltraAC10,Jump Jet,CLERLargePulseLaser,CLLaserAntiMissileSystem,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Warwolf|C|6290|Warwolf C|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Warwolf C.mtf|75.0|3138||3138||-|Biped Mech|Brawler|2776|25036484|3|375 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Reactive,|Clan Reactive,CLDoubleHeatSink,CLLargePulseLaser,CLTargeting Computer,Jump Jet,CLATM9,CLCASEII,CLLaserAntiMissileSystem,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Warwolf|H|6291|Warwolf H|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Warwolf H.mtf|75.0|3138||3138||-|Biped Mech|Skirmisher|3184|33556797|3|375 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Reactive,|Clan Reactive,CLGaussRifle,CLDoubleHeatSink,CLImprovedHeavyLargeLaser,Coolant Pod,CLCASEII,Supercharger,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Wulfen|(Prime)|6256|Wulfen (Prime)|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Wulfen (Prime).mtf|30.0|3137||3137||-|Biped Mech|Scout|983|24096963|3|300 XXL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Stealth,|IS Stealth,CLUltraAC2,CLCASEII,CLATM3,Cargo,CLECMSuite,CLDoubleHeatSink,CLCASE|F/X-X-X-E|||Kallon Weapon Industries, W-7 Facilities|Thermopolis,Weingarten|ync Tracker (39-42071)|Garret T11-b with ECM Suite|Imstar V-Stealth|--|Model 39b 300 XXL Engine|Process 12 Endo Steel|yes|yes|yes|yes|--
Wulfen|A|6257|Wulfen A|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Wulfen A.mtf|30.0|3137||3137||-|Biped Mech|Striker|1615|23615963|3|300 XXL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Stealth,|IS Stealth,CLERPPC,CLDoubleHeatSink,CLECMSuite|F/X-X-X-E|||Kallon Weapon Industries, W-7 Facilities|Thermopolis,Weingarten|ync Tracker (39-42071)|Garret T11-b with ECM Suite|Imstar V-Stealth|--|Model 39b 300 XXL Engine|Process 12 Endo Steel|yes|yes|yes|yes|--
Wulfen|B|6258|Wulfen B|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Wulfen B.mtf|30.0|3137||3137||-|Biped Mech|Scout|1806|28668900|3|300 XXL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Stealth,|IS Stealth,CLDoubleHeatSink,CLERLargeLaser,Jump Jet,CLTargeting Computer,Supercharger,CLECMSuite|F/X-X-X-E|||Kallon Weapon Industries, W-7 Facilities|Thermopolis,Weingarten|ync Tracker (39-42071)|Garret T11-b with ECM Suite|Imstar V-Stealth|--|Model 39b 300 XXL Engine|Process 12 Endo Steel|yes|yes|yes|yes|--
Wulfen|C|6259|Wulfen C|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Wulfen C.mtf|30.0|3137||3137||-|Biped Mech|Striker|1334|24482900|3|300 XXL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Stealth,|IS Stealth,CLERMediumLaser,CLTargeting Computer,CLDoubleHeatSink,Jump Jet,CLECMSuite|F/X-X-X-E|||Kallon Weapon Industries, W-7 Facilities|Thermopolis,Weingarten|ync Tracker (39-42071)|Garret T11-b with ECM Suite|Imstar V-Stealth|--|Model 39b 300 XXL Engine|Process 12 Endo Steel|yes|yes|yes|yes|--
Wulfen|D|6260|Wulfen D|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Wulfen D.mtf|30.0|3137||3137||-|Biped Mech|Scout|866|24486963|3|300 XXL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Stealth,|IS Stealth,CLLBXAC2,CLCASEII,CLSRM2,CLArtemisV,CLECMSuite,CLDoubleHeatSink,CLCASE|F/X-X-X-E|||Kallon Weapon Industries, W-7 Facilities|Thermopolis,Weingarten|ync Tracker (39-42071)|Garret T11-b with ECM Suite|Imstar V-Stealth|--|Model 39b 300 XXL Engine|Process 12 Endo Steel|yes|yes|yes|yes|--
Wulfen|E|6261|Wulfen E|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Wulfen E.mtf|30.0|3137||3137||-|Biped Mech|Striker|1839|28798900|3|300 XXL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Stealth,|IS Stealth,CLDoubleHeatSink,CLERMediumLaser,CLMicroPulseLaser,CLATM3,Supercharger,CLTargeting Computer,CLCASEII,CLECMSuite,CLCASE|F/X-X-X-E|||Kallon Weapon Industries, W-7 Facilities|Thermopolis,Weingarten|ync Tracker (39-42071)|Garret T11-b with ECM Suite|Imstar V-Stealth|--|Model 39b 300 XXL Engine|Process 12 Endo Steel|yes|yes|yes|yes|--
Wulfen|H|6262|Wulfen H|true|TRO: 3145 The Clans|data\mechfiles\mechs\3145\Clans\Wulfen H.mtf|30.0|3137||3137||-|Biped Mech|Striker|1556|24430900|3|300 XXL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Stealth,|IS Stealth,CLDoubleHeatSink,CLImprovedHeavyLargeLaser,CLImprovedMediumHeavyLaser,CLECMSuite,CLCASE|F/X-X-X-E|||Kallon Weapon Industries, W-7 Facilities|Thermopolis,Weingarten|ync Tracker (39-42071)|Garret T11-b with ECM Suite|Imstar V-Stealth|--|Model 39b 300 XXL Engine|Process 12 Endo Steel|yes|yes|yes|yes|--
Antlion|LK-3D|6338|Antlion LK-3D|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Antlion LK-3D.mtf|45.0|3117||3117||-|Quad Mech|Missile Boat|859|8117825|4|225 XL|IS Reinforced|Standard|Small Cockpit|XL Gyro|IS Light Ferro-Fibrous,|IS Light Ferro-Fibrous,ISDoubleHeatSink,Clan Mech Mortar-4,BloodhoundActiveProbe,RemoteSensorDispenser,ISCASEII,Light Machine Gun|E/X-X-F-F|||StarCorps Industries|Crofton|Martin-Quarry Tarsys XLR 2.7 with Bloodhound Active|O/P 3950 COMSET M7|Valiant Ringmail Light Ferro-Fibrous with CASE II|--|GM SuperFusion 225 XL|StarFrame Medium Reinforced|yes|yes|yes|yes|--
Atlas III|AS7-D2|6359|Atlas III AS7-D2|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Atlas III AS7-D2.mtf|100.0|3110|||3110|-|Biped Mech|Juggernaut|2890|13686000|4|300 Fusion|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|ISMediumXPulseLaser,CLHAG30,ISStreakSRM6,ISTargeting Computer,ISCASEII,CLStreakLRM20,ISAngelECMSuite,ISDoubleHeatSink|F/X-X-F*-F|Distracting;Command Mek;Protected Actuators|Jettison-Capable Weapon|General Motors,Robinson Standard BattleWorks|El Dorado,Robinson|Dalban HiRez V|Rander Comm- Marshal with Angel ECM Suite|Starshield Special Heavy with CASE II|--|Vlar 300|Foundation 12X Endo Steel|yes|yes|yes|yes|--
Atlas III|AS7-D3|6358|Atlas III AS7-D3|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Atlas III AS7-D3.mtf|100.0|3137||3137||-|Biped Mech|Juggernaut|2564|14076000|4|300 Fusion|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|ISMediumXPulseLaser,ISSmallShield,ISRotaryAC2,ISStreakSRM6,Radical Heat Sink System,ISCASEII,CLStreakLRM20,ISAngelECMSuite,ISDoubleHeatSink|F/X-X-X-F|Distracting;Command Mek;Protected Actuators|Jettison-Capable Weapon|General Motors,Robinson Standard BattleWorks|El Dorado,Robinson|Dalban HiRez V|Rander Comm- Marshal with Angel ECM Suite|Starshield Special Heavy with CASE II|--|Vlar 300|Foundation 12X Endo Steel|yes|yes|yes|yes|--
Black Knight|BLK-NT-2Y|6347|Black Knight BLK-NT-2Y|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Black Knight BLK-NT-2Y.mtf|75.0|3091||3091||-|Biped Mech|Juggernaut|1847|16397500|3|300 XL|IS Endo-Composite|Standard|Standard Cockpit|Standard Gyro|IS Standard,|ISDoubleHeatSink,PPC,Large Laser,Medium Laser,ISMediumShield,BeagleActiveProbe,ISTargeting Computer,ISGuardianECMSuite,ISC3SlaveUnit|E/X-X-F-E|||Kong Interstellar Corporation,Robinson Standard BattleWorks|Connaught,Robinson|TransComm Beta|TransComm Alpha with ECM|Valiant Lamellor|--|Vlar 300 XL|Technicron Revised NT Endo-Composite|yes|yes|yes|yes|--
Black Knight|BLK-NT-3A|6348|Black Knight BLK-NT-3A|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Black Knight BLK-NT-3A.mtf|75.0|3095||3095||-|Biped Mech|Brawler|1707|18679500|3|375 XL|IS Endo-Composite|Standard|Standard Cockpit|Standard Gyro|IS Standard,|ISERLargeLaser,ISERMediumLaser,Flamer,ISMediumShield,ISDoubleHeatSink,ISERSmallLaser|E/X-X-F-E|||Robinson Standard BattleWorks|Robinson|TransComm Beta|TransComm Alpha|Valiant Lamellor|--|Vlar 375 XL|Technicron Revised NT Endo-Composite|yes|yes|yes|yes|--
Black Knight|BLK-NT-3B|6349|Black Knight BLK-NT-3B|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Black Knight BLK-NT-3B.mtf|75.0|3100||3100||-|Biped Mech|Brawler|1911|20368250|3|375 XL|IS Endo-Composite|Triple-Strength|Standard Cockpit|Standard Gyro|IS Standard,|ISERPPC,ISERSmallLaser,ISMediumShield,ISDoubleHeatSink,ISSmallPulseLaser,Small Laser,Triple Strength Myomer|E/X-X-F-E||Accurate Weapon|Robinson Standard BattleWorks|Robinson|TransComm Beta|TransComm Alpha|Valiant Lamellor|--|Vlar 375 XL|Technicron Revised NT Endo-Composite|yes|yes|yes|yes|--
Black Knight|BLK-NT-4D|6350|Black Knight BLK-NT-4D|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Black Knight BLK-NT-4D.mtf|75.0|3127||3127||-|Biped Mech|Juggernaut|2280|17329375|3|300 XL|IS Endo-Composite|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLDoubleHeatSink,CLERPPC,ISPlasmaRifle,CLERSmallLaser,ISMediumShield,CLERMediumLaser,CLSmallPulseLaser,ISAngelECMSuite|F/X-X-F-E||Accurate Weapon|Robinson Standard BattleWorks|Robinson|TransComm Beta|TransComm Alpha|Valiant Lamellor|--|Vlar 300|Technicron Revised NT Endo-Composite|yes|yes|yes|yes|--
Black Knight|BLK-NT-5H|6351|Black Knight BLK-NT-5H|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Black Knight BLK-NT-5H.mtf|75.0|3138||3138||-|Biped Mech|Juggernaut|2423|13258875|3|300 Light|IS Endo-Composite|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLDoubleHeatSink,CLERPPC,CLERLargeLaser,CLERSmallLaser,ISMediumShield,CLERMediumLaser,CLSmallPulseLaser,ISTargeting Computer|F/X-X-X-E||Accurate Weapon|Kong Interstellar Corporation,Robinson Standard BattleWorks|Connaught,Robinson|TransComm Beta|TransComm Alpha|Valiant Lamellor|--|Vlar 300 Light|Technicron Revised NT Endo-Composite|yes|yes|yes|yes|--
Centurion|CN11-O|6340|Centurion CN11-O|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Centurion CN11-O.mtf|50.0|3111|||3111|-|Biped Mech|Brawler|1236|12777813|2|250 XL|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Standard,|ISLBXAC10,LRM 10,ISArtemisIV,ISCASEII,ISERMediumLaser,ISDoubleHeatSink|E/X-X-F-D|Easy to Pilot||--|--|--|--|--|--|--|--|no|no|no|no|--
Centurion|CN11-OA|6341|Centurion CN11-OA|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Centurion CN11-OA.mtf|50.0|3111|||3111|-|Biped Mech|Brawler|1398|12440313|2|250 XL|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Standard,|ISRotaryAC5,ISMML9,ISArtemisIV,ISCASEII,ISERMediumLaser,ISDoubleHeatSink|E/X-X-F-D|Easy to Pilot||--|--|--|--|--|--|--|--|no|no|no|no|--
Centurion|CN11-OB|6342|Centurion CN11-OB|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Centurion CN11-OB.mtf|50.0|3111|||3111|-|Biped Mech|Sniper|1430|12648438|2|250 XL|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Standard,|ISDoubleHeatSink,Heavy PPC,ISMML7,ISArtemisIV,ISGuardianECMSuite,ISCASEII,ISTargeting Computer|E/X-X-F-D|Easy to Pilot||--|--|--|--|--|--|--|--|no|no|no|no|--
Centurion|CN11-OC|6343|Centurion CN11-OC|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Centurion CN11-OC.mtf|50.0|3111|||3111|-|Biped Mech|Skirmisher|1628|13827813|2|250 XL|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Standard,|ISPlasmaRifle,Jump Jet,LRM 10,ISArtemisIV,ISGuardianECMSuite,ISCASEII,ISERMediumLaser,ISC3SlaveUnit,ISDoubleHeatSink|E/X-X-F-D|Easy to Pilot||--|--|--|--|--|--|--|--|no|no|no|no|--
Centurion|CN11-OD|6344|Centurion CN11-OD|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Centurion CN11-OD.mtf|50.0|3111||3111||-|Biped Mech|Brawler|1177|13007969|3|250 XL|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Standard,|ISMediumShield,Hatchet,Jump Jet,ISERSmallLaser,ISCASEII,ISMML9,ISArtemisIV,ISERMediumLaser,BeagleActiveProbe,ISDoubleHeatSink|E/X-X-F-E|Easy to Pilot||--|--|--|--|--|--|--|--|no|no|no|no|--
Centurion|CN11-OE|6345|Centurion CN11-OE|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Centurion CN11-OE.mtf|50.0|3111||3111||-|Biped Mech|Sniper|1515|14230938|4|250 XL|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Standard,|ISGaussRifle,ISAngelECMSuite,ISERMediumLaser,ISC3BoostedSystemSlaveUnit,ISDoubleHeatSink|F/X-X-F-E|Easy to Pilot||--|--|--|--|--|--|--|--|no|no|no|no|--
Gunsmith|CH11-NG|6332|Gunsmith CH11-NG|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Gunsmith CH11-NG.mtf|25.0|3131||3131||-|Biped Mech|Striker|1465|15679167|4|250 XXL|IS Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Reflective,|ISMediumXPulseLaser,IS Reflective,ISMASC,ISDoubleHeatSink|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Hollander III|BZK-D1|6333|Hollander III BZK-D1|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Hollander III BZK-D1.mtf|35.0|3114||3114||-|Biped Mech|Sniper|1116|7871018|3|175 XL|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Reflective,|IS Reflective,ISDoubleHeatSink,Supercharger,ISUltraAC10,ISCASEII|E/X-X-F-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Hollander III|BZK-D2|6334|Hollander III BZK-D2|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Hollander III BZK-D2.mtf|35.0|3115||3115||-|Biped Mech|Sniper|1270|7567268|3|175 XL|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Reflective,|IS Reflective,ISDoubleHeatSink,ISGaussRifle,Supercharger|E/X-X-F-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Hollander III|BZK-D3|6335|Hollander III BZK-D3|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Hollander III BZK-D3.mtf|35.0|3118||3118||-|Biped Mech|Striker|1575|10507455|3|210 XL|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Reflective,|IS Reflective,ISDoubleHeatSink,Medium Laser,ISAngelECMSuite,ISERPPC,ISTargeting Computer,Supercharger,Small Laser|F/X-X-F-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Prey Seeker|PY-SR10|6331|Prey Seeker PY-SR10|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Prey Seeker PY-SR10.mtf|15.0|3136||3136||-|Biped Mech|Striker|595|5728610|3|180 XXL|IS Endo Steel|Standard|Small Cockpit|XL Gyro|IS Standard,|ISDoubleHeatSink,Medium Re-engineered Laser|F/X-X-X-E|Overhead Arms;Exposed Actuators||Achernar BattleMechs|Cahokia|Federated Hunter Mk.VII|PCE-4X “Blaster“|StarGuard CIV|--|Magna 180 XXL|A1 Type 22 Ultralight Endo Steel|yes|yes|yes|yes|--
Scarecrow|UCU-F4r 'Hobbled Scarecrow'|6337|Scarecrow UCU-F4r 'Hobbled Scarecrow'|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Scarecrow UCU-F4 Hobbled Scarecrow.mtf|40.0|3122|||3122|-|Biped Mech|Brawler|1431|7447067|4|200 XL|IS Endo-Composite|Standard|Standard Cockpit|Compact Gyro|IS Standard,|ISBPod,CLERMediumLaser,ISMediumPulseLaser,Medium Laser,ISDoubleHeatSink,Jump Jet,BloodhoundActiveProbe,ISCASEII,ER Flamer|F/X-X-F-E|Difficult to Maintain;Bad Reputation (Inner Sphere);No/Minimal Arms||--|--|--|--|--|--|--|--|no|no|no|no|--
Scarecrow|UCU-F4|6336|Scarecrow UCU-F4|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Scarecrow UCU-F4.mtf|40.0|3099||||-|Biped Mech|Brawler|1472|8178567|4|200 XL|IS Endo-Composite|Standard|Standard Cockpit|Compact Gyro|IS Standard,|ISBPod,Chameleon Light Polarization Shield,CLERMediumLaser,ISMediumPulseLaser,CLLightMG,CLLMGA,ISDoubleHeatSink,Jump Jet,BloodhoundActiveProbe,ISCASEII,ER Flamer|F/X-X-X-F*|Difficult to Maintain;Bad Reputation (Inner Sphere);No/Minimal Arms||--|--|--|--|--|--|--|--|no|no|no|no|--
Templar III|TLR2-O|6353|Templar III TLR2-O|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Templar III TLR2-O.mtf|85.0|3100|||3100|-|Biped Mech|Brawler|2028|27292125|2|340 Light|IS Endo Steel|Standard|Standard Cockpit|Heavy Duty Gyro|IS Standard,|ISDoubleHeatSink,ISERPPC,ISERMediumLaser,ISTargeting Computer,SRM 4,ISCASE,ISERSmallLaser|E/X-X-E-D|||General Motors|New Valencia|Spar 3C MegaTrak|Newberg Telescan 17|StarGuard CIV|--|GM 340 Light|Kallon Type XX Endo Steel|yes|yes|yes|yes|--
Templar III|TLR2-OA|6354|Templar III TLR2-OA|false|TRO: 3145 Federated Suns|data\mechfiles\mechs\3145\Davion\Templar III TLR2-OA.mtf|85.0|3100|||3100|-|Biped Mech|Brawler|1677|26745219|2|340 Light|IS Endo Steel|Standard|Standard Cockpit|Heavy Duty Gyro|IS Standard,|ISLargePulseLaser,ISMediumPulseLaser,ISMML7,ISCASE,ISDoubleHeatSink|E/X-X-E-D|||General Motors|New Valencia|Spar 3C MegaTrak|Newberg Telescan 17|StarGuard CIV|--|GM 340 Light|Kallon Type XX Endo Steel|yes|yes|yes|yes|--
